id,url,country,ecommerce,sm_fb,sm_linkedin,sm_x,sm_insta,sm_tiktok,sm_yt
2000,http://lublin-lipowa.oddzialpzu.pl,PL,0,0,0,0,0,0,0
2001,http://tattoopoland.com,PL,0,0,0,0,0,0,0
2002,http://www.flyhighcoffee.pl,PL,0,0,0,0,0,0,0
2003,https://www.biedronka.pl,PL,0,0,0,0,0,0,0
2004,http://roweryszczecin.pl,PL,0,0,0,0,0,0,0
2005,http://www.hotelatlanta.pl,PL,0,0,0,0,0,0,0
2006,http://www.audiszczecin.audi.pl,PL,0,0,0,0,0,0,0
2007,http://www.hotelsolar.com.pl,PL,0,0,0,0,0,0,0
2008,http://www.kraska.co,PL,0,0,0,0,0,0,0
2009,http://muzeumsamochodowzabytkowych.pl,PL,0,0,0,0,0,0,0
2010,https://centrumfotelikow.pl,PL,0,0,0,0,0,0,0
2011,https://www.lansk.pl,PL,0,0,0,0,0,0,0
2012,https://defender.net.pl,PL,0,0,0,0,0,0,0
2013,http://www.obmikolow.robia.pl,PL,0,0,0,0,0,0,0
2014,http://www.panta.gda.pl,PL,0,0,0,0,0,0,0
2015,https://zakupywm1.pl,PL,0,0,0,0,0,0,0
2016,https://wellclinic.pl,PL,0,0,0,0,0,0,0
2017,https://lublin.bmw-bestauto.pl,PL,0,0,0,0,0,0,0
2018,https://www.ustroniepark.pl,PL,0,0,0,0,0,0,0
2019,http://musicman.pl,PL,0,0,0,0,0,0,0
2020,http://www.czosnekioliwa.pl,PL,0,0,0,0,0,0,0
2021,http://www.mark.pl,PL,0,0,0,0,0,0,0
2022,https://adwokat-noetzel.pl,PL,0,0,0,0,0,0,0
2023,https://fantazjapisz.pl,PL,0,0,0,0,0,0,0
2024,https://www.halalipowa.pl,PL,0,0,0,0,0,0,0
2025,http://www.czupkallo.pl,PL,0,0,0,0,0,0,0
2026,https://www.mbmotors.pl,PL,0,0,0,0,0,0,0
2027,https://fartlandia.pl,PL,0,0,0,0,0,0,0
2028,http://www.wajk.pl,PL,0,0,0,0,0,0,0
2029,http://bialystok-warszawska.oddzialpzu.pl,PL,0,0,0,0,0,0,0
2030,https://thebrutalbarbershop.pl,PL,0,0,0,0,0,0,0
2031,http://www.entliczek.pl,PL,0,0,0,0,0,0,0
2032,http://vitoibella.pl,PL,0,0,0,0,0,0,0
2033,https://opa.pl,PL,0,0,0,0,0,0,0
2034,http://www.cka-mrowka.pl,PL,0,0,0,0,0,0,0
2035,http://www.al-mot.pl,PL,0,0,0,0,0,0,0
2036,https://torun.bmw-dynamicmotors.pl,PL,0,0,0,0,0,0,0
2037,http://www.tawernaorlowska.pl,PL,0,0,0,0,0,0,0
2038,http://www.kamienica.bialystok.pl,PL,0,0,0,0,0,0,0
2039,https://www.opmar.pl,PL,0,0,0,0,0,0,0
2040,http://www.skinmed.com.pl,PL,0,0,0,0,0,0,0
2041,http://nastroje-natury.pl,PL,0,0,0,0,0,0,0
2042,https://centrummiedzynami.pl,PL,0,0,0,0,0,0,0
2043,http://www.hmi.info.pl,PL,0,0,0,0,0,0,0
2044,https://domdziennikarza.com,PL,0,0,0,0,0,0,0
2045,https://meteor-turystyka.pl,PL,0,0,0,0,0,0,0
2046,http://renewclinic.pl,PL,0,0,0,0,0,0,0
2047,https://fryzjerstwomalinowski.pl,PL,0,0,0,0,0,0,0
2048,https://ortho-dent.com.pl,PL,0,0,0,0,0,0,0
2049,https://kpmg.com,PL,0,0,0,0,0,0,0
2050,https://www.euroflex.com.pl,PL,0,0,0,0,0,0,0
2051,https://fhupgm-maciazek-grzegorz.business.site,PL,0,0,0,0,0,0,0
2052,http://www.piotrawin.pl,PL,0,0,0,0,0,0,0
2053,http://kdrc.pl,PL,0,0,0,0,0,0,0
2054,http://www.klubmilakamien.pl,PL,0,0,0,0,0,0,0
2055,http://www.hotelotomin.pl,PL,0,0,0,0,0,0,0
2056,http://www.klimbest.pl,PL,0,0,0,0,0,0,0
2057,https://www.kapral-car.pl,PL,0,0,0,0,0,0,0
2058,https://pelier.pl,PL,0,0,0,0,0,0,0
2059,http://www.hydraulik-szczecin.com.pl,PL,0,0,0,0,0,0,0
2060,http://formmed.com.pl,PL,0,0,0,0,0,0,0
2061,http://www.elem.pl,PL,0,0,0,0,0,0,0
2062,https://www.akpolbaby.pl,PL,0,0,0,0,0,0,0
2063,https://www.wyndhamhotels.com,PL,0,0,0,0,0,0,0
2064,https://kwiaciarnia-kwiaty-ciete-i-bukiety.business.site,PL,0,0,0,0,0,0,0
2065,http://bar-familijny.pl,PL,0,0,0,0,0,0,0
2066,https://pogotowiehydraulicznewroc24h.business.site,PL,0,0,0,0,0,0,0
2067,http://barberownia.pl,PL,0,0,0,0,0,0,0
2068,https://gall-icm.skoda.pl,PL,0,0,0,0,0,0,0
2069,https://lukiteam-sklep-rowerowy-bialystok.business.site,PL,0,0,0,0,0,0,0
2070,https://bistrocharlotte.com,PL,0,0,0,0,0,0,0
2071,https://krakow.bmw-mcars.pl,PL,0,0,0,0,0,0,0
2072,http://sosnowezacisze.pl,PL,0,0,0,0,0,0,0
2073,http://www.elektryknet.pl,PL,0,0,0,0,0,0,0
2074,http://www.firmy.net,PL,0,0,0,0,0,0,0
2075,http://www.justart-studio.com,PL,0,0,0,0,0,0,0
2076,http://thebarbersloftt.booksy.com,PL,0,0,0,0,0,0,0
2077,http://ibarberpl.booksy.com,PL,0,0,0,0,0,0,0
2078,http://www.zezuj.pl,PL,0,0,0,0,0,0,0
2079,http://www.brembo.com,PL,0,0,0,0,0,0,0
2080,https://www.stomatologia-stencel.pl,PL,0,0,0,0,0,0,0
2081,http://www.krukbarbershop.pl,PL,0,0,0,0,0,0,0
2082,https://szkolkajanczewice.pl,PL,0,0,0,0,0,0,0
2083,https://eurokas.volvocars-partner.pl,PL,0,0,0,0,0,0,0
2084,https://www.sixt.pl,PL,0,0,0,0,0,0,0
2085,http://www.artmedica-torun.pl,PL,0,0,0,0,0,0,0
2086,https://www.spichrz.pl,PL,0,0,0,0,0,0,0
2087,http://www.grachor.com.pl,PL,0,0,0,0,0,0,0
2088,http://www.notariusz-kabat.pl,PL,0,0,0,0,0,0,0
2089,http://www.tonerylublin.pl,PL,0,0,0,0,0,0,0
2090,http://www.wilgosiewicz.pl,PL,0,0,0,0,0,0,0
2091,http://www.browar-olbracht.pl,PL,0,0,0,0,0,0,0
2092,http://gdanskiecentrumstomatologiczne.pl,PL,0,0,0,0,0,0,0
2093,https://newrent.pl,PL,0,0,0,0,0,0,0
2094,https://mateusz.olsztyn.pl,PL,0,0,0,0,0,0,0
2095,http://www.loftbike.pl,PL,0,0,0,0,0,0,0
2096,http://bromberg.eu,PL,0,0,0,0,0,0,0
2097,https://www.jmrowery.com,PL,0,0,0,0,0,0,0
2098,https://donutstudio.pl,PL,0,0,0,0,0,0,0
2099,https://www.starakarczma.elblag.pl,PL,0,0,0,0,0,0,0
2100,http://www.studiosante.pl,PL,0,0,0,0,0,0,0
2101,https://www.maxpremiumburgers.pl,PL,0,0,0,0,0,0,0
2102,http://www.kawiarniabezcukru.pl,PL,0,0,0,0,0,0,0
2103,https://www.facebook.com,PL,0,0,0,0,0,0,0
2104,https://ora.koszalin.pl,PL,0,0,0,0,0,0,0
2105,http://www.warmiapark.pl,PL,0,0,0,0,0,0,0
2106,http://www.rcsosnowice.pl,PL,0,0,0,0,0,0,0
2107,http://ferajna.pro,PL,0,0,0,0,0,0,0
2108,http://www.beiks.com.pl,PL,0,0,0,0,0,0,0
2109,http://pttkukta.pl,PL,0,0,0,0,0,0,0
2110,http://www.bylinyolsztyn.pl,PL,0,0,0,0,0,0,0
2111,http://okongroup.pl,PL,0,0,0,0,0,0,0
2112,https://www.ekopunkt.com.pl,PL,0,0,0,0,0,0,0
2113,https://edbud.localo.site,PL,0,0,0,0,0,0,0
2114,https://www.carter.pl,PL,0,0,0,0,0,0,0
2115,https://instytuty.drirenaeris.com,PL,0,0,0,0,0,0,0
2116,http://www.braciadebscy.pl,PL,0,0,0,0,0,0,0
2117,https://bbking.pl,PL,0,0,0,0,0,0,0
2118,http://www.karczmapodkogutem.pl,PL,0,0,0,0,0,0,0
2119,https://gol-bud.com,PL,0,0,0,0,0,0,0
2120,https://www.taniaksiazka.pl,PL,0,0,0,0,0,0,0
2121,http://www.fryszkowscy.pl,PL,0,0,0,0,0,0,0
2122,http://www.cukierniakinga.pl,PL,0,0,0,0,0,0,0
2123,https://maskowybal.pl,PL,0,0,0,0,0,0,0
2124,https://www.gamkia.pl,PL,0,0,0,0,0,0,0
2125,https://www.superpharm.pl,PL,0,0,0,0,0,0,0
2126,http://motozbyt.renault.pl,PL,0,0,0,0,0,0,0
2127,https://warszawa.bmw-autofus.pl,PL,0,0,0,0,0,0,0
2128,https://clinicderm.pl,PL,0,0,0,0,0,0,0
2129,https://www.cito.info.pl,PL,0,0,0,0,0,0,0
2130,http://www.elektrobudowa.com.pl,PL,0,0,0,0,0,0,0
2131,http://www.legis.com.pl,PL,0,0,0,0,0,0,0
2132,http://www.autokolorbielecki.eu,PL,0,0,0,0,0,0,0
2133,http://www.kwiaciarniagdansk.com,PL,0,0,0,0,0,0,0
2134,https://www.ikea.com,PL,0,0,0,0,0,0,0
2135,http://www.m.dent.olsztyn.pl,PL,0,0,0,0,0,0,0
2136,http://www.intercar.mercedes-benz.pl,PL,0,0,0,0,0,0,0
2137,http://www.bigastyl.pl,PL,0,0,0,0,0,0,0
2138,http://dyskontodziezowy.com,PL,0,0,0,0,0,0,0
2139,http://porsche-katowice.pl,PL,0,0,0,0,0,0,0
2140,https://prawo-gdansk.pl,PL,0,0,0,0,0,0,0
2141,http://www.kwiaciarniasopot.pl,PL,0,0,0,0,0,0,0
2142,http://www.weze-hydrauliczne.waw.pl,PL,0,0,0,0,0,0,0
2143,http://www.paparazzi.clinic,PL,0,0,0,0,0,0,0
2144,http://pajtunskimlyn.pl,PL,0,0,0,0,0,0,0
2145,http://remontada.pl,PL,0,0,0,0,0,0,0
2146,http://www.medoral.pl,PL,0,0,0,0,0,0,0
2147,https://xtremekoszalin.pl,PL,0,0,0,0,0,0,0
2148,http://www.myjnianumer1.pl,PL,0,0,0,0,0,0,0
2149,http://www.piekarniacodzienna.pl,PL,0,0,0,0,0,0,0
2150,https://myslowice.quickpark.pl,PL,0,0,0,0,0,0,0
2151,http://www.papaver.pl,PL,0,0,0,0,0,0,0
2152,http://www.pzzkrakow.com.pl,PL,0,0,0,0,0,0,0
2153,https://wirtuozbarbershop.pl,PL,0,0,0,0,0,0,0
2154,https://wypozyczalnia-anna.pl,PL,0,0,0,0,0,0,0
2155,http://www.kurkowa2a.pl,PL,0,0,0,0,0,0,0
2156,http://walentynowicz.pl,PL,0,0,0,0,0,0,0
2157,https://fct24.pl,PL,0,0,0,0,0,0,0
2158,http://hfgsm.elk.pl,PL,0,0,0,0,0,0,0
2159,http://www.ortholux.pl,PL,0,0,0,0,0,0,0
2160,https://koniksport.pl,PL,0,0,0,0,0,0,0
2161,http://lombardomat.pl,PL,0,0,0,0,0,0,0
2162,http://www.2plus1.pl,PL,0,0,0,0,0,0,0
2163,http://www.przechowalniamarzen.com,PL,0,0,0,0,0,0,0
2164,http://www.angepress.pl,PL,0,0,0,0,0,0,0
2165,http://www.rk.com.pl,PL,0,0,0,0,0,0,0
2166,https://warszawa.bmw-inchcape.pl,PL,0,0,0,0,0,0,0
2167,http://www.eltop.torun.pl,PL,0,0,0,0,0,0,0
2168,http://www.audicentrumlublin.audi.pl,PL,0,0,0,0,0,0,0
2169,http://hurtowniadani.pl,PL,0,0,0,0,0,0,0
2170,http://motozbyt.elk.pl,PL,0,0,0,0,0,0,0
2171,http://www.donimirski.com,PL,0,0,0,0,0,0,0
2172,http://www.rojax.pl,PL,0,0,0,0,0,0,0
