URL,Probability (%)
http://www.afpixel.pl,1.2861736334405145
http://www.gbrent.pl,6.109324758842444
https://zlocieniec.maxelektro.pl,1.607717041800643
http://www.notariusz-brandys.com.pl,1.2861736334405145
https://www.moment.pl,19.614147909967848
http://topauto.com.pl,6.430868167202572
http://www.coolbike.pl,10.289389067524116
http://meliusclinic.pl,9.32475884244373
https://notariuszkarny.pl,3.858520900321544
http://www.babykuc.pl,1.2861736334405145
https://www.noratel.com,3.536977491961415
https://www.smyk.com,12.861736334405144
http://parzona.cafe,26.688102893890676
http://www.gemhotel.pl,19.935691318327976
http://www.enkipolska.com,0.0
https://www.gamkia.pl,13.504823151125404
https://www.biedronka.pl,8.038585209003216
http://www.flyhighcoffee.pl,8.681672025723474
https://sielskieanielskie.pl,7.07395498392283
http://www.stanicakresowa.pl,2.8938906752411575
http://www.czosnekioliwa.pl,2.8938906752411575
https://betamed.pl,8.038585209003216
http://www.cukierniasowa.pl,6.430868167202572
http://www.rivieraresort.pl,6.109324758842444
http://centrumogrodniczewdrzewcach.pl,15.755627009646304
http://www.take-system.pl,0.964630225080386
https://fartlandia.pl,8.038585209003216
http://www.proinstel.pl,0.0
https://eterveganbakery.pl,0.964630225080386
http://www.lublin.marianie.pl,1.2861736334405145
https://www.biurotfc.pl,3.858520900321544
http://marmal-tech.pl,1.2861736334405145
https://sklep-oraz-serwis-rowerowy-maxbike.business.site,0.0
http://www.piosicki.pl,1.2861736334405145
http://www.bmw-team.pl,3.536977491961415
https://kwiaciarnia-kwiaty-ciete-i-bukiety.business.site,0.0
http://laplaya.czest.pl,0.0
http://diecezjaelk.pl,2.8938906752411575
http://termyrzymskie.pl,2.8938906752411575
https://kopernik-olsztyn.com.pl,4.501607717041801
https://nartyok.pl,7.07395498392283
http://www.cypelzwierzynieckirog.pl,6.109324758842444
http://www.uszewca.pl,0.0
http://kleparz.krakow.pl,1.607717041800643
https://www.kwiatexolsztyn.pl,9.003215434083602
http://www.plus.pl,18.006430868167204
http://www.instal-h2o.pl,6.109324758842444
http://www.mularski.pl,1.2861736334405145
http://www.taniekempingi.pl,2.8938906752411575
http://www.eltrox.pl,19.614147909967848
http://www.stt-service.pl,3.536977491961415
http://www.ajm-prawnik-szczecin.pl,7.395498392282958
http://www.studiohypnosis.pl,2.2508038585209005
http://okongroup.pl,14.469453376205788
http://www.lublin-notariusz.pl,2.8938906752411575
http://www.przechowalniamarzen.com,12.540192926045016
