URL,E-commerce Indicator
https://www.bkk-verbundplus.de,0
http://www.hans-hund.de,0
https://www.kunsthallerostock.de,1
https://www.landbierparadies.com,1
https://www.demling.de,1
https://www.handwerk20.de,1
http://www.tsp-law.com,0
http://kidz-doc.de,0
https://www.burg-reichenstein.com,1
https://monaloser-salon.de,0
https://www.dziolko-taxlaw.com,1
http://www.skaliks-sohn.de,1
http://www.knarr-knopp.de,0
http://www.fahrrad-harder.de,1
http://auto-rieger.de,1
https://cube-store.nanobike.de,1
http://www.bestsecret.com,1
http://hairjordan.de,1
https://www.implantate-tuebingen.de,0
http://www.kanzleiammuenster.de,1
https://first-class-damen-herren-friseur.business.site,-99
http://wassermann-heidelbeeren.de,1
http://www.manfred-schmid.de,1
https://ey-law.de,0
http://www.baeckereikohler.de,1
https://www.c-and-a.com,0
http://www.friseur-khair.de,0
https://www.bäcker-schill.de,1
http://www.roedl.de,0
http://www.keipp.com,1
http://www.baua.de,0
http://www.combe.de,1
https://www.mundwerk-hamburg.de,0
http://rueyam.de,1
https://www.mercedes-benz-darmstadt.de,0
http://www.movinground-freizeitpark.de,1
https://roadsurfer.com,1
https://www.zahnarzt-praxis-ravensburg.de,0
https://www.fritz-berger.de,1
http://www.alb-elektric.de,1
https://flormarkt.de,1
http://elmatic.com,1
https://www.spargelhof-klaistow.de,1
https://www.holzmarkt.com,1
https://www.edeka.de,1
http://www.locher-haustechnik.de,1
https://www.schloss-berge.de,1
https://www.bestcuts.de,0
http://www.littletiana.de,1
http://www.wendelstein-hotel.de,1
http://www.wepler-scheja.de,-99
https://www.bernsteinreiter.de,1
https://barbierchampion.business.site,-99
https://der-salon.eu,0
http://www.schneidergeiwitz.de,1
https://www.es-kanzlei.de,1
http://www.naan-barmbek.de,1
https://www.sta-wuppertal.nrw.de,0
https://www.ostseeferienpark-seepferdchen.de,1
http://www.koepke-elektromontagen.de,1
http://www.j-store-hamburg.de,0
https://www.rowdy-barber.de,0
https://www.meinreal.de,-99
https://www.bar-centrale.com,1
https://www.hamburg.de,1
http://www.abbeiz.de,1
https://www.stark-gruppe.de,1
https://www.ihg.com,1
https://www.celsior-refrigeration.com,1
https://zeb-consulting.com,1
https://www.aok.de,0
http://www.hotel-camenz-guestrow.de,1
https://kliniken.medicalpark.de,1
https://www.oralchirurgie.com,0
https://www.rae-lingnau.de,0
https://www.oediv.de,1
https://www.luffy-pancake.com,1
http://www.finanzamt-freising.de,1
http://hongyunlai-ulm.de,1
https://facebook.com,1
https://www.filderland.de,1
https://www.bmw-muenchen.de,1
http://www.finanzamt-schwandorf.de,1
http://www.vital-hotel.de,1
http://www.ztk-zahngesundheit.de,0
https://www.blumen-risse.de,0
http://www.dein-dental-mannheim.de,0
http://www.spaethsche-baumschulen.de,1
https://www.verlocke.de,1
http://www.maler-enders.de,1
http://www.del-tufo.de,1
https://www.lidl.de,0
http://www.isolier-wendt.de,1
https://www.rabe-bike.de,1
https://rueyamdoener.de,1
https://www.maler-wolfseher.de,1
http://outlet-ravennapark.de,1
http://www.drrosso.de,0
https://www.bollants.de,1
https://www.hertz.de,1
http://globetrotter.de,1
http://casino-duisburg.de,1
https://www.riu.com,1
http://www.bauerngarten-benninghoven.de,1
https://kunstundspiel.com,1
https://lokmam.de,1
http://www.mgr-stb.de,1
http://www.wofa-wolf.de,1
https://www.jako-o.com,0
http://www.cafeeinstein.de,1
https://www.cosy-wasch.de,1
http://www.grub-brugger.de,0
http://www.schulauer-faehrhaus.de,1
https://www.eversheds-sutherland.com,1
https://www.v-markt.de,1
http://www.takumi-duesseldorf.de,1
http://www.becker-tiemann.de,1
https://haareszeiten-haarlounge.de,0
https://www.adac.de,1
http://www.zeitlos.group,0
https://www.hotelamrothenbaum.de,1
https://welt-im-buch.de,1
https://www.leickel.de,1
https://www.prefa.de,1
http://www.davidfitness.de,1
http://www.pos-nuernberg.de,1
http://www.hardy-barth.de,1
https://konditorei-heinemann.de,0
http://www.holz-weisbrodt.de,1
http://www.haare-mittmann.de,0
https://www.etl.de,0
http://www.spkulm.de,1
http://www.fahrstil-radladen.de,1
http://www.boetz.de,1
https://www.meissner-elektronic.de,1
http://www.cotidiano.de,1
https://www.spiering.de,0
https://www.brochier-gruppe.de,1
http://rostocker-stadtmaler.de,1
http://www.hotel-tiergarten.de,1
http://www.stirnweiss-brenner.de,0
http://www.rechtsanwaeltinlorenz.de,1
https://www.scherer-gruppe.de,1
http://www.rueba.de,1
https://stutzenmuhle.business.site,-99
http://www.friseur-liedtke.de,0
https://find.shell.com,-99
http://www.alter-fritz.de,1
https://mobil-krankenkasse.de,0
https://www.elektroinstallation-lebing.de,1
https://www.ford-poellot-feucht.de,1
https://www.burg-stettenfels.de,1
http://www.bike-and-style.de,1
https://ad.doubleclick.net,1
http://www.friseurlounge-selin.de,1
https://www.friseur-weiden.de,0
https://konzept-weiss.de,1
https://schwarz-weissenhorn.de,0
https://www.sixt.de,1
http://www.eeatec.de,1
https://www.mvzmedeco.berlin,0
http://www.pleitegeier2.de,1
https://www.herbrand.de,-99
https://fair-play-casino.de,1
https://www.fine-esthetics.de,1
https://www.fair-play-casino.de,1
https://www.weitkamp.de,0
https://mainz.bestdutchonlinecasino.com,-99
http://www.tasfirini.com,1
http://www.kauver-oberhausen.de,1
http://www.bazle.de,0
https://www.gottfried-schultz.de,1
http://www.rowerk18.de,1
http://www.der-barbier-ulm.de,0
https://justiz.hamburg.de,1
https://www.rad-race.com,1
https://www.bona-me.de,1
https://www.davidfechner.de,0
https://olivergerbert-haare.de,0
https://yotiy.com,-99
https://www.tuev-hessen.de,1
http://www.zahn-gesundheitszentrum.de,0
https://esysteme21.de,1
http://www.autohaus-pietsch.de,1
https://www.kraemer.de,1
http://www.hymer-waldsee.de,1
http://www.ehf-ip.com,1
https://www.hnw-fulda.de,1
http://www.steigerwaldmobile.de,1
https://snockscoffee.com,1
https://www.adentics.de,0
https://hyundai.auto-eggert.com,1
https://www.frauenaerzte-nuernberg-nord.de,1
https://www.wuerzburg.ihk.de,0
https://ku64.de,0
https://calendly.com,1
http://www.jacks-barber-shop.de,0
http://www.burg-rabenstein.de,1
http://www.damianwerner.de,1
https://gladbeck.vandervalk.de,1
http://www.docsander.de,0
https://www.liquid-life.de,1
https://fahrrad-jordan.business.site,-99
