id,url,country,ecommerce,sm_fb,sm_linkedin,sm_x,sm_insta,sm_tiktok,sm_yt
1000,http://www.kriterionstudentenpomp.nl,NL,0,0,0,0,0,0,0
1001,http://www.truckstop.nl,NL,0,0,0,0,0,0,0
1002,https://www.brainwash-kappers.nl,NL,0,0,0,0,0,0,0
1003,https://www.barneysamsterdam.com,NL,0,0,0,0,0,0,0
1004,https://swarco.com,NL,0,0,0,0,0,0,0
1005,http://www.royalhaskoningdhv.com,NL,0,0,0,0,0,0,0
1006,https://www.pentahotels.com,NL,1,0,0,0,0,0,0
1007,https://www.deslegte.nl,NL,1,0,0,0,0,0,0
1008,http://www.devthebarber.nl,NL,0,0,0,0,0,0,0
1009,http://www.burgbieren.nl,NL,0,0,0,0,0,0,0
1010,https://www.stage-entertainment.nl,NL,0,0,0,0,0,0,0
1011,http://www.bikecentredik.nl,NL,0,0,0,0,0,0,0
1012,http://www.brinkhof.com,NL,0,0,0,0,0,0,0
1013,https://www.complexmaastricht.nl,NL,0,0,0,0,0,0,0
1014,https://www.hotelemmen.nl,NL,1,0,0,0,0,0,0
1015,https://www.kemkens.nl,NL,0,0,0,0,0,0,0
1016,https://www.casinopeppermill.nl,NL,0,0,0,0,0,0,0
1017,http://www.dentaldynamic.nl,NL,0,0,0,0,0,0,0
1018,https://debehanghal.nl,NL,0,0,0,0,0,0,0
1019,http://boerderijpolderzicht.nl,NL,0,0,0,0,0,0,0
1020,https://www.twentsebierbrouwerijproeflokaal.nl,NL,0,0,0,0,0,0,0
1021,http://www.nozembarbers.nl,NL,0,0,0,0,0,0,0
1022,https://www.schipperaccountants.nl,NL,0,0,0,0,0,0,0
1023,https://nl-nl.facebook.com,NL,0,0,0,0,0,0,0
1024,https://www.plazapadel.com,NL,0,0,0,0,0,0,0
1025,http://www.tebodin.bilfinger.com,NL,0,0,0,0,0,0,0
1026,https://www.tandartsenpraktijkdejong.nl,NL,0,0,0,0,0,0,0
1027,http://www.szr.nl,NL,0,0,0,0,0,0,0
1028,http://www.hoeksemaschilders.nl,NL,0,0,0,0,0,0,0
1029,http://www.san-serriffe.com,NL,0,0,0,0,0,0,0
1030,https://www.ajax.nl,NL,0,0,0,0,0,0,0
1031,http://www.partnersathome.nl,NL,0,0,0,0,0,0,0
1032,https://www.cubestores.nl,NL,0,0,0,0,0,0,0
1033,http://www.bowlenenzo.nl,NL,0,0,0,0,0,0,0
1034,http://mdb-schilderwerken.nl,NL,0,0,0,0,0,0,0
1035,http://www.oosterik.nl,NL,0,0,0,0,0,0,0
1036,https://esveld.nl,NL,0,0,0,0,0,0,0
1037,http://www.hengelsportfauna.nl,NL,0,0,0,0,0,0,0
1038,http://www.boekhandelpraamstra.nl,NL,0,0,0,0,0,0,0
1039,https://www.twistvliet.nl,NL,0,0,0,0,0,0,0
1040,http://www.hajnadi.nl,NL,0,0,0,0,0,0,0
1041,https://www.interstellar.nl,NL,0,0,0,0,0,0,0
1042,https://www.debehangers.nl,NL,1,0,0,0,0,0,0
1043,http://hetrefter.com,NL,0,0,0,0,0,0,0
1044,http://www.hetgeertje.nl,NL,0,0,0,0,0,0,0
1045,http://www.amaliakliniek.nl,NL,0,0,0,0,0,0,0
1046,https://www.hotelamsterdam-zuidas.nl,NL,1,0,0,0,0,0,0
1047,https://www.alpacafarmriethoven.com,NL,1,0,0,0,0,0,0
1048,http://www.reudink-bio.eu,NL,0,0,0,0,0,0,0
1049,http://www.coffeeshopskyhigh.nl,NL,0,0,0,0,0,0,0
1050,https://www.reestlandhoeve.nl,NL,0,0,0,0,0,0,0
1051,http://coffeeshopdepijp.nl,NL,0,0,0,0,0,0,0
1052,http://www.villaheidetuin.eu,NL,1,0,0,0,0,0,0
1053,http://www.delooff.nl,NL,0,0,0,0,0,0,0
1054,https://www.hulstflier.nl,NL,0,0,0,0,0,0,0
1055,https://www.alewijnse.com,NL,0,0,0,0,0,0,0
1056,http://www.bagelsbeans.nl,NL,0,0,0,0,0,0,0
1057,http://www.sips.nl,NL,0,0,0,0,0,0,0
1058,http://simcha.nl,NL,0,0,0,0,0,0,0
1059,http://www.automobielbedrijfjaarsma.nl,NL,0,0,0,0,0,0,0
1060,http://www.smitsarnhem.nl,NL,1,0,0,0,0,0,0
1061,https://www.rdw.nl,NL,0,0,0,0,0,0,0
1062,https://www.rrs.nl,NL,0,0,0,0,0,0,0
1063,https://www.vandervalkhoteldordrecht.nl,NL,1,0,0,0,0,0,0
1064,https://tuinland.nl,NL,0,0,0,0,0,0,0
1065,http://www.benthemgratama.nl,NL,0,0,0,0,0,0,0
1066,https://www.kollerhattem.nl,NL,0,0,0,0,0,0,0
1067,https://www.arborealis.nl,NL,0,0,0,0,0,0,0
1068,https://www.karavaanamsterdam.nl,NL,0,0,0,0,0,0,0
1069,https://www.petsplace.nl,NL,0,0,0,0,0,0,0
1070,https://anteagroup.nl,NL,0,0,0,0,0,0,0
1071,https://www.mkcmoto.com,NL,0,0,0,0,0,0,0
1072,http://www.breedonderhoud.nl,NL,0,0,0,0,0,0,0
1073,https://www.autoverhuurlelystad.nl,NL,0,0,0,0,0,0,0
1074,https://www.yacht.nl,NL,0,0,0,0,0,0,0
1075,http://www.akd.nl,NL,0,0,0,0,0,0,0
1076,http://www.orthodontiepraktijk.nl,NL,0,0,0,0,0,0,0
1077,https://www.tandartsenschede.nl,NL,0,0,0,0,0,0,0
1078,http://www.baantwente.nl,NL,0,0,0,0,0,0,0
1079,https://www.bangarage.nl,NL,0,0,0,0,0,0,0
1080,https://www.yesdelft.com,NL,0,0,0,0,0,0,0
1081,http://www.dezeekraal.nl,NL,0,0,0,0,0,0,0
1082,https://www.pisoinstallatie.nl,NL,0,0,0,0,0,0,0
1083,https://www.munsterhuisrenault.nl,NL,0,0,0,0,0,0,0
1084,http://www.prayon.com,NL,0,0,0,0,0,0,0
1085,https://www.binktechniek.nl,NL,0,0,0,0,0,0,0
1086,http://www.riesewijk.nl,NL,0,0,0,0,0,0,0
1087,http://www.borntocut.nl,NL,0,0,0,0,0,0,0
1088,https://www.intratuinhalsteren.nl,NL,0,0,0,0,0,0,0
1089,https://www.orthoeuregio.nl,NL,0,0,0,0,0,0,0
1090,https://www.intratuinduiven.nl,NL,0,0,0,0,0,0,0
1091,http://www.steckutrecht.nl,NL,1,0,0,0,0,0,0
1092,http://www.stcdeventer.nl,NL,0,0,0,0,0,0,0
1093,http://www.agnietenberg.nl,NL,0,0,0,0,0,0,0
1094,http://www.bdo.nl,NL,0,0,0,0,0,0,0
1095,https://www.liewesroden.nl,NL,0,0,0,0,0,0,0
1096,https://sanidrome.nl,NL,0,0,0,0,0,0,0
1097,http://www.kao.com,NL,0,0,0,0,0,0,0
1098,https://www.amikappers.nl,NL,0,0,0,0,0,0,0
1099,http://www.schatberg.nl,NL,0,0,0,0,0,0,0
1100,http://www.mondig.nl,NL,0,0,0,0,0,0,0
1101,https://alotofbooks.nl,NL,1,0,0,0,0,0,0
1102,http://www.autowinters.nl,NL,0,0,0,0,0,0,0
1103,http://www.belawax.nl,NL,0,0,0,0,0,0,0
1104,http://www.belastingdienst.nl,NL,0,0,0,0,0,0,0
1105,https://shaamdental.nl,NL,0,0,0,0,0,0,0
1106,http://www.hoteldezon.nl,NL,0,0,0,0,0,0,0
1107,http://www.boerhoes.nl,NL,0,0,0,0,0,0,0
1108,https://hotelgroningenzuid.nl,NL,1,0,0,0,0,0,0
1109,http://www.fysiomed.org,NL,0,0,0,0,0,0,0
1110,http://www.baiana.nl,NL,0,0,0,0,0,0,0
1111,http://www.kinorotterdam.nl,NL,0,0,0,0,0,0,0
1112,https://kapsalon-lord.business.site,NL,0,0,0,0,0,0,0
1113,https://www.nefkens.nl,NL,0,0,0,0,0,0,0
1114,http://www.barbershopnijverdal.nl,NL,0,0,0,0,0,0,0
1115,http://www.vandervalkbreda.com,NL,1,0,0,0,0,0,0
1116,https://www.ggdtwente.nl,NL,0,0,0,0,0,0,0
1117,http://fixedgearcoffee.com,NL,0,0,0,0,0,0,0
1118,http://www.vil.nl,NL,0,0,0,0,0,0,0
1119,http://www.autozieleman.nl,NL,0,0,0,0,0,0,0
1120,https://www.wassinkautogroep.nl,NL,0,0,0,0,0,0,0
1121,https://www.tronios.com,NL,0,0,0,0,0,0,0
1122,http://www.philips.nl,NL,0,0,0,0,0,0,0
1123,http://www.orthospijkers.nl,NL,0,0,0,0,0,0,0
1124,https://www.boxbeugel.nl,NL,0,0,0,0,0,0,0
1125,https://www.dedrietand.nl,NL,0,0,0,0,0,0,0
1126,http://www.de-dam.nl,NL,0,0,0,0,0,0,0
1127,http://www.kunsthal.nl,NL,0,0,0,0,0,0,0
1128,http://www.cura.clinic,NL,0,0,0,0,0,0,0
1129,https://www.deboerdrachten.nl,NL,0,0,0,0,0,0,0
1130,http://www.strandpaviljoenpuur.nl,NL,0,0,0,0,0,0,0
1131,http://www.bolbedum.nl,NL,0,0,0,0,0,0,0
1132,https://www.kbkbouwgroep.nl,NL,0,0,0,0,0,0,0
1133,https://bijlstra-installaties.nl,NL,0,0,0,0,0,0,0
1134,http://www.swarthoeve.nl,NL,0,0,0,0,0,0,0
1135,https://amslod.nl,NL,0,0,0,0,0,0,0
1136,http://www.edwingroen.nl,NL,0,0,0,0,0,0,0
1137,https://www.fietsvoordeelshop.nl,NL,0,0,0,0,0,0,0
1138,http://www.autowessels.nl,NL,0,0,0,0,0,0,0
1139,https://www.deschacht.eu,NL,0,0,0,0,0,0,0
1140,http://www.heuvelland-oaze.nl,NL,0,0,0,0,0,0,0
1141,http://www.bredenoord.com,NL,0,0,0,0,0,0,0
1142,http://www.pietbrouwer.nl,NL,0,0,0,0,0,0,0
1143,http://www.schilderwerken.nl,NL,0,0,0,0,0,0,0
1144,http://www.swaenen-vecht.nl,NL,0,0,0,0,0,0,0
1145,https://koffie-en-dromen.nl,NL,0,0,0,0,0,0,0
1146,http://www.busverhuurzeeland.nl,NL,1,0,0,0,0,0,0
1147,https://www.countus.nl,NL,0,0,0,0,0,0,0
1148,https://www.hotelvenlo.nl,NL,1,0,0,0,0,0,0
1149,https://www.ikea.com,NL,0,0,0,0,0,0,0
1150,http://www.orthoroosendaal.nl,NL,0,0,0,0,0,0,0
1151,https://www.studiebijdehand.nl,NL,0,0,0,0,0,0,0
1152,http://natural-high.nl,NL,1,0,0,0,0,0,0
1153,http://www.ovi-enschede.nl,NL,0,0,0,0,0,0,0
1154,https://tandartsposttwente.nl,NL,0,0,0,0,0,0,0
1155,http://www.kenbinstallatietechniek.nl,NL,0,0,0,0,0,0,0
1156,http://www.hairandnow.nl,NL,0,0,0,0,0,0,0
1157,http://www.fortnegen.nl,NL,0,0,0,0,0,0,0
1158,http://www.dehaanlaw.nl,NL,0,0,0,0,0,0,0
1159,http://www.moustache-barbershop.nl,NL,0,0,0,0,0,0,0
1160,https://www.werkah.nl,NL,0,0,0,0,0,0,0
1161,https://www.autobedrijf-nieuwendijk.nl,NL,0,0,0,0,0,0,0
1162,http://www.orthoarnhem.nl,NL,0,0,0,0,0,0,0
1163,https://a-point.nl,NL,0,0,0,0,0,0,0
