URL,E-commerce Indicator
https://www.tandartspraktijk-dezuidas.nl,1
https://hoteldelft.com,1
https://www.wielcoolen.nl,1
http://www.busverhuurzeeland.nl,1
http://www.middelveld.nl,1
https://koffie-en-dromen.nl,1
http://www.deijne.nl,1
https://www.laplace.com,1
http://www.hoteldezon.nl,1
http://www.coffeeshopskyhigh.nl,1
http://www.kleingunnewiek.com,1
https://outlets.mcarthurglen.com,1
https://greenhouse-effect.amsterdam,1
http://www.demekkerstee.nl,1
https://micheldoorn.nl,1
https://www.paagman.nl,1
https://www.ggdtwente.nl,1
http://www.brouwerijhetij.nl,1
https://www.carlton.nl,1
http://www.hajnadi.nl,1
http://www.downtownveenendaal.nl,1
https://netwerknotarissen.nl,1
http://www.radion.amsterdam,1
http://www.vanlaarhovenbmw.nl,1
http://www.corbuist.nl,1
https://www.louis.nl,1
https://www.lenferink.com,1
http://www.pola.nl,1
http://www.scania.nl,1
http://www.loverendaleterlinde.nl,1
http://www.bakkersliedrecht.com,1
http://www.pietbrouwer.nl,1
http://vleesboerderijmasseurs.nl,1
https://www.fhloohuis.nl,1
http://www.interpolis.nl,1
https://www.365zon.nl,1
http://www.dewitschijndel.nl,1
http://fixedgearcoffee.com,1
https://www.bosschebollen.nl,1
http://www.capgemini-engineering.com,1
https://www.karavaanamsterdam.nl,1
http://www.theehuisdennenoord.nl,1
http://www.hacar.nl,1
http://www.orthoroosendaal.nl,1
https://herenkappersdevos.nl,1
https://www.hotelamersfoorta1.nl,1
http://www.vsrleidingrenovatie.nl,1
https://vandijknotariaat.nl,1
http://www.gents-barbershop.nl,0
http://www.teamvdl.nl,1
http://www.villaheidetuin.eu,1
https://www.dormio.nl,1
https://www.lunterseboer.nl,1
http://www.verfgroothandel-kvm.nl,1
http://www.kunsthal.nl,1
https://www.debrauw.com,1
http://www.maf-haarlem.nl,1
https://www.bourguignon.nl,1
https://allseas.com,1
http://www.brandingbeach.nl,1
http://www.royalhaskoningdhv.com,1
https://www.prestonpalace.nl,1
http://www.arag.nl,1
https://pasman.nl,1
https://www.hotelamsterdam-zuidas.nl,1
http://www.devthebarber.nl,0
https://alotofbooks.nl,1
https://coffeeshoptyson.com,1
http://www.koffiehuisdehooiberg.nl,1
http://boerderijpolderzicht.nl,1
http://www.hizmetbakkerij.nl,1
http://www.devreeden.nl,1
http://www.wealer.nl,1
http://repelsteeltje.com,1
https://www.kaasboerderijdegelder.nl,1
http://www.klompbv.nl,1
http://www.bsgw.nl,1
http://www.dezeekraal.nl,1
https://www.tb.nl,1
http://www.cdctandzorg.nl,1
https://www.valkhotelgorinchem.nl,1
http://eatwelldogood.nl,1
https://www.alfa.nl,1
https://regenboogklussenbedrijf.nl,1
http://www.casinobigapple.nl,1
http://www.dewoestewieven.nl,1
https://www.tandarts-oudenbosch.nl,1
http://www.pimsfietsen.nl,1
https://www.roeleveldrolink.nl,1
http://www.casino-number-one.nl,1
http://www.vansundertbv.nl,1
https://www.contentautogroep.nl,1
https://www.notarisherwig.nl,1
http://www.campingdeoldenhof.nl,1
http://www.ploum.nl,1
https://www.kriterion.nl,1
https://www.thenorthface.nl,1
http://www.semslanden.nl,1
http://www.oranjehof.nl,1
http://www.benthemgratama.nl,1
https://www.europarcs.nl,1
https://kapsalon-lord.business.site,1
https://www.xlcarwashheerenveen.nl,1
https://www.wazoriool.nl,1
http://www.pllek.nl,1
http://www.cura.clinic,1
https://www.figi.nl,1
https://lukkes.nl,1
https://barbershopkayhan.nl,0
https://www.tronios.com,1
http://www.zeehoeve.nl,1
https://www.vanraam.com,1
http://www.gebhardelectro.com,1
http://www.novectra.nl,1
http://www.soaptreatmentstore.com,1
http://www.ezoncs.com,1
https://www.stella.nl,1
http://www.bakkerijhermans.nl,1
https://www.hotelduiven-arnhem.nl,1
https://www.visser-visser.nl,1
https://www.vanoers.nl,1
http://www.vandervalkbreda.com,1
https://www.mixmarkt.eu,1
https://www.arsenius.nl,1
http://www.moustache-barbershop.nl,0
https://www.valleiautogroep.nl,1
http://www.jansenenergysolutions.com,1
http://www.thedowntownbarbers.nl,0
http://www.elle-moi.nl,1
http://www.incobv.nl,1
http://www.oesterij.nl,1
http://www.kenbinstallatietechniek.nl,1
https://hairloungeamsterdam.com,1
http://www.famflowerfarm.eu,1
https://shaamdental.nl,0
https://www.autoverhuurlelystad.nl,1
https://www.morrenhof-jansen.nl,1
http://www.noordoogst.org,1
http://www.ovi-enschede.nl,1
https://mhbtechniek.nl,1
http://dejufmiddelburg.nl,1
https://www.kuijpers.nl,1
http://www.donfontanero.nl,1
http://www.baiana.nl,1
http://www.horsefarm.nl,1
http://www.rensinkbv.nl,1
http://www.hartog-pilkes.nl,1
http://www.waterkantamsterdam.nl,1
https://aardeklussenbedrijf.nl,1
https://www.bijrobert.nl,1
https://www.hulstflier.nl,1
http://rototweewielers.nl,1
https://www.hofvanrenesse.nl,1
http://www.strandpaviljoenpuur.nl,1
https://www.hotelnuland.nl,1
https://debehanghal.nl,1
http://studiono5.eu,1
http://www.baantwente.nl,1
http://www.eekhoeve.nl,1
http://macbike.nl,1
https://www.deslegte.nl,1
https://www.amarant.nl,1
http://www.vbhi.com,1
http://www.boetiekhotelazul.nl,1
http://www.barbershopliendert.nl,0
