id,url,country,ecommerce,sm_fb,sm_linkedin,sm_x,sm_insta,sm_tiktok,sm_yt
3000,https://www.stadioncenter.at,AT,0,0,0,0,0,0,0
3001,https://www.soma.at,AT,0,0,0,0,0,0,0
3002,http://www.u4.at,AT,0,0,0,0,0,0,0
3003,https://www.theflat.club,AT,0,0,0,0,0,0,0
3004,http://casinobond.at,AT,0,0,0,0,0,0,0
3005,http://www.sparkasse-kufstein.at,AT,0,0,0,0,0,0,0
3006,https://www.itelio.com,AT,0,0,0,0,0,0,0
3007,http://www.bauernhofer.at,AT,1,0,0,0,0,0,0
3008,http://www.cwn.eu,AT,0,0,0,0,0,0,0
3009,https://www.tuxerhof-achenkirch.at,AT,1,0,0,0,0,0,0
3010,http://www.schick-blumenbinder.at,AT,0,0,0,0,0,0,0
3011,https://www.innsbruck-anwalt.at,AT,0,0,0,0,0,0,0
3012,http://hirschmugl-domaene.at,AT,0,0,0,0,0,0,0
3013,http://www.hotel-in-graz.com,AT,0,0,0,0,0,0,0
3014,https://www.renoviert.at,AT,0,0,0,0,0,0,0
3015,https://www.porscheoberwart.at,AT,0,0,0,0,0,0,0
3016,https://www.anwalt-vorarlberg.com,AT,0,0,0,0,0,0,0
3017,http://www.schadzi.at,AT,0,0,0,0,0,0,0
3018,http://www.hotel-brenner.com,AT,1,0,0,0,0,0,0
3019,https://www.hotel-aviva.at,AT,1,0,0,0,0,0,0
3020,http://www.hautaerztin-trauner.at,AT,1,0,0,0,0,0,0
3021,https://www.oefferl.bio,AT,0,0,0,0,0,0,0
3022,https://www.autohaus-gady.at,AT,0,0,0,0,0,0,0
3023,https://www.skribo.at,AT,0,0,0,0,0,0,0
3024,http://www.kapellerhof.com,AT,0,0,0,0,0,0,0
3025,http://www.abwasserverband-kufstein.at,AT,0,0,0,0,0,0,0
3026,http://www.evelynsbeautyspa.at,AT,0,0,0,0,0,0,0
3027,https://www.aco.at,AT,0,0,0,0,0,0,0
3028,https://www.tirol-camp.at,AT,1,0,0,0,0,0,0
